source_unit_id,document_id,section_id,family_id,claim_text,modality,authority_class,requirement_kind,registry_testability,verification_mode,source_quote_excerpt,start_line,end_line,registry_path,operational_area,chunk_id,normative_kind,current_testability,likely_target,policy_concept,blocking_item
icao9432-extracted::final_approach_landing_4_7_en::4c698a5ad52a30e4,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,A 'LONG FINAL' report shall be made when an aircraft turns onto final at a distance greater than 7 km (4 NM) from touchdown.,shall,operational_guidance,phraseology_rule,sim_executable,deterministic_test,"If and when the turn onto final is made at a greater distance, a ""LONG FINAL"" report is made.",5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::4c698a5ad52a30e4.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::63836b7aef62a6f6,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,A pilot may request to fly past the control tower or other observation point for the purpose of visual inspection from the ground.,may,operational_guidance,rule,sim_executable,deterministic_test,A pilot may request to fly past the control tower or other observation point for the purpose of visual inspection from the ground.,5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::63836b7aef62a6f6.json,final-approach-landing,chunk-05-circuit-arrival-landing,may,testable-now,simEvidence,,
icao9432-extracted::final_approach_landing_4_7_en::70e781a65920c075,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"For a straight-in approach, a 'LONG FINAL' report shall be made at about 15 km (8 NM) from touchdown.",shall,operational_guidance,phraseology_rule,sim_executable,deterministic_test,"If the aircraft is making a straight-in approach, a ""LONG FINAL"" report is made at about 15 km (8 NM) from touchdown.",5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::70e781a65920c075.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::7bbc96aa5ee36893,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"When describing undercarriage condition during a low pass, the phrase 'RIGHT (or LEFT, or NOSE) WHEEL APPEARS UP (or DOWN)' may be used.",may,operational_guidance,phraseology_rule,sim_executable,deterministic_test,"b) RIGHT (or LEFT, or NOSE) WHEEL APPEARS UP (or DOWN);",5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::7bbc96aa5ee36893.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::a4c8fffd8a61adb4,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,ATC may clear an aircraft for a 'TOUCH AND GO' using the phrase 'CLEARED TOUCH AND GO'.,may,operational_guidance,phraseology_rule,sim_executable,deterministic_test,G-CD CLEARED TOUCH AND GO,5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::a4c8fffd8a61adb4.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::aaf5262d8e7750b2,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,Example dialogue illustrates the exchange for a low pass request and clearance.,example,background_support,phraseology_rule,review_only,review_only,FASTAIR 345 REQUEST LOW PASS,5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::aaf5262d8e7750b2.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::b1c21e2f70bbf36f,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"If unable to approve a 'TOUCH AND GO' due to traffic, ATC may instruct the pilot to 'MAKE FULL STOP' or 'MAKE ANOTHER CIRCUIT REPORT DOWNWIND'.",may,operational_guidance,phraseology_rule,sim_executable,deterministic_test,G-CD UNABLE TO APPROVE DUE TRAFFIC CONGESTION MAKE FULL STOP,5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::b1c21e2f70bbf36f.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::e17d8b9b99c43496,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"For training purposes, a pilot may request permission to make an approach along, or parallel to, the runway, without landing.",may,operational_guidance,rule,sim_executable,deterministic_test,"For training purposes, a pilot may request permission to make an approach along, or parallel to the runway, without landing.",5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::e17d8b9b99c43496.json,final-approach-landing,chunk-05-circuit-arrival-landing,may,testable-now,simEvidence,,
icao9432-extracted::final_approach_landing_4_7_en::fbae3a11e1d068a3,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,Example dialogue illustrates the exchange for 'LONG FINAL' and 'FINAL' reports including wind and landing clearance.,example,background_support,phraseology_rule,review_only,review_only,FASTAIR 345 LONG FINAL,5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::fbae3a11e1d068a3.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::after_landing_4_9_en::203b53733da22603,icao9432-extracted,after_landing_4_9_en,icao9432_aerodrome_phraseology_family,"Phraseology for air-taxi to helicopter stand involves controller instruction 'AIR-TAXI TO HELICOPTER STAND' and pilot readback 'AIR-TAXI TO HELICOPTER STAND, [Callsign]'.",example,operational_guidance,phraseology_rule,review_only,review_only,G-HELI AIR-TAXI TO HELICOPTER STAND,5868,5932,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/after_landing_4_9_en/icao9432-extracted::after_landing_4_9_en::203b53733da22603.json,after-landing-vacating,chunk-06-go-around-after-landing-aerodrome-info,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::after_landing_4_9_en::4a512226eec962cb,icao9432-extracted,after_landing_4_9_en,icao9432_aerodrome_phraseology_family,"Pilots should remain on tower frequency until the runway is vacated, unless otherwise advised.",should,operational_guidance,best_practice,review_only,review_only,"Unless otherwise advised, pilots should remain on tower frequency until the runway is vacated.",5868,5932,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/after_landing_4_9_en/icao9432-extracted::after_landing_4_9_en::4a512226eec962cb.json,after-landing-vacating,chunk-06-go-around-after-landing-aerodrome-info,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::after_landing_4_9_en::5d742dc66caa1790,icao9432-extracted,after_landing_4_9_en,icao9432_aerodrome_phraseology_family,"Controllers should not give taxi instructions to pilots until the landing roll is completed, unless absolutely necessary.",should,operational_guidance,best_practice,review_only,review_only,"Unless absolutely necessary, controllers should not give taxi instructions to pilots until the landing roll is completed.",5868,5932,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/after_landing_4_9_en/icao9432-extracted::after_landing_4_9_en::5d742dc66caa1790.json,after-landing-vacating,chunk-06-go-around-after-landing-aerodrome-info,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::after_landing_4_9_en::df25159c1e7b94a3,icao9432-extracted,after_landing_4_9_en,icao9432_aerodrome_phraseology_family,"Phraseology for vacating runway and taxiing involves controller instruction 'TAKE FIRST RIGHT WHEN VACATED' followed by frequency change, and pilot readback 'FIRST RIGHT, [Frequency] [Callsign]'.",example,operational_guidance,phraseology_rule,review_only,review_only,FASTAIR 345 TAKE FIRST RIGHT WHEN VACATED,5868,5932,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/after_landing_4_9_en/icao9432-extracted::after_landing_4_9_en::df25159c1e7b94a3.json,after-landing-vacating,chunk-06-go-around-after-landing-aerodrome-info,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::after_landing_4_9_en::e30350fdecad45a1,icao9432-extracted,after_landing_4_9_en,icao9432_aerodrome_phraseology_family,Phraseology for contacting ground control after vacating involves pilot stating 'RUNWAY VACATED' and controller issuing taxi instructions 'TAXI TO [Stand] VIA [Taxiway]'.,example,operational_guidance,phraseology_rule,review_only,review_only,GEORGETOWN GROUND FASTAIR 345,5868,5932,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/after_landing_4_9_en/icao9432-extracted::after_landing_4_9_en::e30350fdecad45a1.json,after-landing-vacating,chunk-06-go-around-after-landing-aerodrome-info,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::essential_aerodrome_information_4_10_en::01c0a4bc62b1e926,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,"Essential aerodrome information includes information regarding water on a runway, a taxiway or an apron.",none,operational_guidance,definition,review_only,review_only,"d) water on a runway, a taxiway or an apron;",5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::01c0a4bc62b1e926.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::1306eb5cc586df34,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,Essential aerodrome information may be omitted when it is known that the aircraft has received all or part of the information from other sources.,may,operational_guidance,rule,partially_executable,property_or_family_test,except when it is known that the aircraft has received all or part of the information from other sources,5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::1306eb5cc586df34.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,may,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::18288908932d5ee8,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,Essential aerodrome information is information regarding the movement area and its associated facilities which is necessary to ensure the safe operation of aircraft.,note,background_support,definition,review_only,review_only,Essential aerodrome information is information regarding the movement area and its associated facilities which is necessary to ensure the safe operation of aircraft.,5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::18288908932d5ee8.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::1aa5cb7e758055bc,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,Essential aerodrome information should be passed to aircraft whenever possible prior to start-up or taxi and prior to the commencement of final approach.,should,operational_guidance,workflow_constraint,partially_executable,property_or_family_test,Aerodrome information should be passed to aircraft whenever possible prior to start-up or taxi and prior to the commencement of final approach,5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::1aa5cb7e758055bc.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,policy,needs-observation-fact,simEvidence,ClearanceTimingPolicy,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::502221a46fcc2879,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,"Essential aerodrome information includes information regarding rough or broken surfaces on a runway, a taxiway or an apron, whether marked or not.",none,operational_guidance,definition,review_only,review_only,"b) rough or broken surfaces on a runway, a taxiway or an apron, whether marked or not;",5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::502221a46fcc2879.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::66196c8442372a96,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,"Essential aerodrome information includes information regarding construction or maintenance work on, or immediately adjacent to the movement area.",none,operational_guidance,definition,review_only,review_only,"a) construction or maintenance work on, or immediately adjacent to the movement area;",5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::66196c8442372a96.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::736cc42a00337fee,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,"Essential aerodrome information includes information regarding snow banks or drifts adjacent to a runway, a taxiway or an apron.",none,operational_guidance,definition,review_only,review_only,"e) snow banks or drifts adjacent to a runway, a taxiway or an apron;",5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::736cc42a00337fee.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::7b81f87f5c2b4d75,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,"Example phraseology for essential aerodrome information includes CAUTION messages for construction work and reports on lighting serviceability, hazards, and runway conditions.",example,operational_guidance,phraseology_rule,review_only,review_only,FASTAIR 345 CAUTION CONSTRUCTION WORK ADJACENT TO GATE 37,5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::7b81f87f5c2b4d75.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::essential_aerodrome_information_4_10_en::9b6c9dbc2af2b5b0,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,"Essential aerodrome information includes information regarding other temporary hazards, including parked aircraft and birds on the ground or in the air.",none,operational_guidance,definition,review_only,review_only,"f) other temporary hazards, including parked aircraft and birds on the ground or in the air;",5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::9b6c9dbc2af2b5b0.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::a531dea421075380,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,Essential aerodrome information includes information regarding failure or irregular operation of part or all of the aerodrome lighting systems.,none,operational_guidance,definition,review_only,review_only,g) failure or irregular operation of part or all of the aerodrome lighting systems;,5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::a531dea421075380.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::c874e24413f4cdee,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,"Essential aerodrome information includes information regarding snow, slush or ice on a runway, a taxiway or an apron.",none,operational_guidance,definition,review_only,review_only,"c) snow, slush or ice on a runway, a taxiway or an apron;",5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::c874e24413f4cdee.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::essential_aerodrome_information_4_10_en::c92651071a9c009e,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,Essential aerodrome information includes information regarding any other pertinent information.,none,operational_guidance,definition,review_only,review_only,h) any other pertinent information.,5933,6011,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/essential_aerodrome_information_4_10_en/icao9432-extracted::essential_aerodrome_information_4_10_en::c92651071a9c009e.json,essential-aerodrome-information,chunk-06-go-around-after-landing-aerodrome-info,information,needs-observation-fact,simEvidence,,FN43-GAP-1
icao9432-extracted::go_around_4_8_en::43c33a8e74b02873,icao9432-extracted,go_around_4_8_en,icao9432_aerodrome_phraseology_family,"Unless instructions are issued to the contrary, an aircraft on an instrument approach will carry out the missed approach procedure.",shall,authoritative_requirement,rule,sim_executable,deterministic_test,"Unless instructions are issued to the contrary, an aircraft on an instrument approach will carry out the missed approach procedure",5796,5867,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/go_around_4_8_en/icao9432-extracted::go_around_4_8_en::43c33a8e74b02873.json,go-around-missed-approach,chunk-06-go-around-after-landing-aerodrome-info,must,testable-now,simEvidence,,
icao9432-extracted::go_around_4_8_en::6c8993a0519d5d64,icao9432-extracted,go_around_4_8_en,icao9432_aerodrome_phraseology_family,Any transmissions to aircraft going around should be brief and kept to a minimum.,should,operational_guidance,best_practice,review_only,review_only,Any transmissions to aircraft going around should be brief and kept to a minimum.,5796,5867,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/go_around_4_8_en/icao9432-extracted::go_around_4_8_en::6c8993a0519d5d64.json,go-around-missed-approach,chunk-06-go-around-after-landing-aerodrome-info,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::go_around_4_8_en::c3581d40a48406bb,icao9432-extracted,go_around_4_8_en,icao9432_aerodrome_phraseology_family,"Unless instructions are issued to the contrary, an aircraft operating VFR will continue in the normal traffic circuit.",shall,authoritative_requirement,rule,sim_executable,deterministic_test,and an aircraft operating VFR will continue in the normal traffic circuit.,5796,5867,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/go_around_4_8_en/icao9432-extracted::go_around_4_8_en::c3581d40a48406bb.json,go-around-missed-approach,chunk-06-go-around-after-landing-aerodrome-info,must,testable-now,simEvidence,,
icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::0b45b4a4dc2acc0c,icao9432-extracted,aerodrome_vehicles_crossing_towing_5_3_to_5_4_en,icao9432_aerodrome_vehicle_family,When a vehicle is moving on the movement area it may be necessary to inform the vehicle of a potentially dangerous situation and to instruct it to stop.,may,operational_guidance,workflow_constraint,partially_executable,property_or_family_test,When a vehicle is moving on the movement area it may be necessary to inform the vehicle of a potentially dangerous situation and to instruct it to stop.,6186,6347,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_crossing_towing_5_3_to_5_4_en/icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::0b45b4a4dc2acc0c.json,vehicles-crossing-towing,chunk-07-vehicles-and-towing,may,needs-sim-model,expected-gap,,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::24f7b6a86407ef6f,icao9432-extracted,aerodrome_vehicles_crossing_towing_5_3_to_5_4_en,icao9432_aerodrome_vehicle_family,Under no circumstances shall a driver cross a runway unless positive permission has been given and acknowledged.,shall,authoritative_requirement,rule,sim_executable,deterministic_test,Under no circumstances shall a driver cross a runway unless positive permission has been given and acknowledged.,6186,6347,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_crossing_towing_5_3_to_5_4_en/icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::24f7b6a86407ef6f.json,vehicles-crossing-towing,chunk-07-vehicles-and-towing,must,needs-sim-model,expected-gap,,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::29be4b26bb851605,icao9432-extracted,aerodrome_vehicles_crossing_towing_5_3_to_5_4_en,icao9432_aerodrome_vehicle_family,Drivers of vehicles required to tow aircraft should not assume that the receiving station is aware that an aircraft is to be towed.,should,operational_guidance,best_practice,partially_executable,property_or_family_test,Drivers of vehicles required to tow aircraft should not assume that the receiving station is aware that an aircraft is to be towed.,6186,6347,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_crossing_towing_5_3_to_5_4_en/icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::29be4b26bb851605.json,vehicles-crossing-towing,chunk-07-vehicles-and-towing,policy,needs-sim-model,expected-gap,OperationalGuidancePolicy,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::331c1cfc98ead868,icao9432-extracted,aerodrome_vehicles_crossing_towing_5_3_to_5_4_en,icao9432_aerodrome_vehicle_family,"If a vehicle is operating on the runway, it shall be instructed to leave the runway when it is expected that an aircraft will be landing or taking off.",shall,authoritative_requirement,rule,sim_executable,deterministic_test,"If a vehicle is operating on the runway, it shall be instructed to leave the runway when it is expected that an aircraft will be landing or taking off.",6186,6347,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_crossing_towing_5_3_to_5_4_en/icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::331c1cfc98ead868.json,vehicles-crossing-towing,chunk-07-vehicles-and-towing,must,needs-sim-model,expected-gap,,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::4b103081585bfb71,icao9432-extracted,aerodrome_vehicles_crossing_towing_5_3_to_5_4_en,icao9432_aerodrome_vehicle_family,"Drivers should state the type, and where applicable the operator, of the aircraft to be towed.",should,operational_guidance,best_practice,partially_executable,property_or_family_test,"drivers should state the type, and where applicable the operator, of the aircraft to be towed.",6186,6347,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_crossing_towing_5_3_to_5_4_en/icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::4b103081585bfb71.json,vehicles-crossing-towing,chunk-07-vehicles-and-towing,policy,needs-sim-model,expected-gap,OperationalGuidancePolicy,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::735b3e9ada06105b,icao9432-extracted,aerodrome_vehicles_crossing_towing_5_3_to_5_4_en,icao9432_aerodrome_vehicle_family,"A runway vacated report shall not be made until the vehicle (and tow) is clear of the designated runway area, beyond the holding point.",shall,authoritative_requirement,rule,sim_executable,deterministic_test,"A runway vacated report shall not be made until the vehicle (and tow) is clear of the designated runway area, beyond the holding point.",6186,6347,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_crossing_towing_5_3_to_5_4_en/icao9432-extracted::aerodrome_vehicles_crossing_towing_5_3_to_5_4_en::735b3e9ada06105b.json,vehicles-crossing-towing,chunk-07-vehicles-and-towing,must-not,needs-sim-model,expected-gap,,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::122426242abf3225,icao9432-extracted,aerodrome_vehicles_intro_movement_5_1_to_5_2_en,icao9432_aerodrome_vehicle_family,"When vehicles are operating in close proximity to aircraft, drivers should be extremely vigilant and comply in full with local procedures and ATC instructions.",should,operational_guidance,best_practice,review_only,review_only,drivers should be extremely vigilant and comply in full with local procedures and ATC instructions,6012,6185,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_intro_movement_5_1_to_5_2_en/icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::122426242abf3225.json,vehicles-ground-movement,chunk-07-vehicles-and-towing,policy,needs-sim-model,expected-gap,OperationalGuidancePolicy,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::6061311019d039c7,icao9432-extracted,aerodrome_vehicles_intro_movement_5_1_to_5_2_en,icao9432_aerodrome_vehicle_family,"When the controller replies 'HOLD POSITION', the driver shall not proceed until the controller calls back with permission.",shall,authoritative_requirement,rule,sim_executable,deterministic_test,the driver shall not proceed until the controller calls back with permission.,6012,6185,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_intro_movement_5_1_to_5_2_en/icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::6061311019d039c7.json,vehicles-ground-movement,chunk-07-vehicles-and-towing,must-not,needs-sim-model,expected-gap,,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::606d053954eff037,icao9432-extracted,aerodrome_vehicles_intro_movement_5_1_to_5_2_en,icao9432_aerodrome_vehicle_family,Permission to proceed on the apron may include instructions regarding other traffic necessary to ensure safe operations.,may,operational_guidance,rule,partially_executable,property_or_family_test,Permission to proceed on the apron may include such instructions regarding other traffic as are necessary to ensure safe operations.,6012,6185,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_intro_movement_5_1_to_5_2_en/icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::606d053954eff037.json,vehicles-ground-movement,chunk-07-vehicles-and-towing,may,needs-sim-model,expected-gap,,VEHICLE-1
icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::7759017903acf140,icao9432-extracted,aerodrome_vehicles_intro_movement_5_1_to_5_2_en,icao9432_aerodrome_vehicle_family,"Drivers on first-call should identify themselves by their vehicle call sign, state their position and intended destination and, when possible, the required route.",should,operational_guidance,phraseology_rule,sim_executable,deterministic_test,"Drivers on first-call should identify themselves by their vehicle call sign, state their position and intended destination and, when possible, the required route.",6012,6185,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_intro_movement_5_1_to_5_2_en/icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::7759017903acf140.json,vehicles-ground-movement,chunk-07-vehicles-and-towing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::84c61b2ef1f12ad5,icao9432-extracted,aerodrome_vehicles_intro_movement_5_1_to_5_2_en,icao9432_aerodrome_vehicle_family,"If the defined point is not the intended destination, drivers must stop at this point and request permission before proceeding further.",must,authoritative_requirement,workflow_constraint,sim_executable,deterministic_test,drivers must stop at this point and request permission before proceeding further.,6012,6185,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_vehicles_intro_movement_5_1_to_5_2_en/icao9432-extracted::aerodrome_vehicles_intro_movement_5_1_to_5_2_en::84c61b2ef1f12ad5.json,vehicles-ground-movement,chunk-07-vehicles-and-towing,must,needs-sim-model,expected-gap,,VEHICLE-1
